23/7/2010,72.1
24/07/2010,35.8
28/07/2010,27
29/07/2010,1.5
30/07/2010,27.2
31/07/2010,59.7
1/08/2010,77.0
02/08/2010,77.0
06/08/2010,0.0
07/08/2010,0.8
08/08/2010,45.7
09/08/2010,3.4
10/08/2010,8.9
11/08/2010,1.1
12/08/2010,13.1
13/08/2010,20.0
14/08/2010,3.3
15/08/2010,16.0
16/08/2010,5.8
17/08/2010,158.2
18/08/2010,108.7
20/08/2010,10.3
21/08/2010,10.8
22/08/2010,11.6
23/08/2010,2.5
24/08/2010,7.3
25/08/2010,8.9
27/08/2010,36.4
28/08/2010,12.8
29/08/2010,44.0
30/08/2010,138.0
31/08/2010,99.4
01/09/2010,81.3
02/09/2010,6.4
03/09/2010,1.0
04/09/2010,0.7
05/09/2010,3.3
06/09/2010,1.3
07/09/2010,13.5
08/09/2010,32.6
09/09/2010,60.5
10/09/2010,6.7
11/09/2010,1.6
12/09/2010,2.7
13/09/2010,2.3
14/09/2010,0.2
15/09/2010,9.4
16/09/2010,2.8
17/09/2010,14.9
18/09/2010,52.5
19/09/2010,16.5
20/09/2010,17.3
21/09/2010,0.0
22/09/2010,0.0
23/09/2010,0.0
24/09/2010,0.0
25/09/2010,0.0
26/09/2010,0.0
27/09/2010,0.0
28/09/2010,1.4
29/09/2010,0.0
30/09/2010,0.0
01/10/2010,0.4
02/10/2010,0.0
03/10/2010,0.0
04/10/2010,0.0
05/10/2010,3.1
06/10/2010,9.4
07/10/2010,0.0
08/10/2010,0.0
09/10/2010,0.0
12/10/2010,20.6
14/10/2010,0.0
16/10/2010,0.0
17/10/2010,0.0
18/10/2010,0.0
20/10/2010,21.9
21/10/2010,0.4
22/10/2010,1.0
23/10/2010,0.0
24/10/2010,1.1
25/10/2010,0.0
27/10/2010,0.0
28/10/2010,0.0
29/10/2010,0.0
30/10/2010,0.0
31/10/2010,0.0
02/08/2010,77.0
06/08/2010,0.0
07/08/2010,0.8
08/08/2010,45.7
09/08/2010,3.4
10/08/2010,8.9
11/08/2010,0.0
12/08/2010,13.1
13/08/2010,20.0
14/08/2010,3.3
15/08/2010,16.0
16/08/2010,5.8
17/08/2010,158.2
18/08/2010,108.7
19/08/2010,90.2
20/08/2010,10.3
21/08/2010,10.8
22/08/2010,11.6
23/08/2010,2.5
24/08/2010,7.3
25/08/2010,8.9
27/08/2010,36.4
28/08/2010,12.8
29/08/2010,44.0
30/08/2010,138.0
31/08/2010,99.4
01/09/2010,81.3
02/09/2010,6.4
03/09/2010,1.0
04/09/2010,0.7
05/09/2010,3.3
06/09/2010,1.3
07/09/2010,13.5
08/09/2010,32.6
09/09/2010,60.5
10/09/2010,6.7
11/09/2010,1.6
12/09/2010,2.7
13/09/2010,2.3
14/09/2010,0.2
15/09/2010,9.4
16/09/2010,2.8
17/09/2010,14.9
18/09/2010,52.5
19/09/2010,16.5
20/09/2010,17.3
21/09/2010,0.0
22/09/2010,0.0
23/09/2010,0.0
24/09/2010,0.0
25/09/2010,0.0
26/09/2010,0.0
27/09/2010,0.0
28/09/2010,1.4
29/09/2010,0.0
30/09/2010,0.0
01/10/2010,0.4
02/10/2010,0.0
03/10/2010,0.0
04/10/2010,0.0
05/10/2010,3.1
06/10/2010,9.4
07/10/2010,0.0
08/10/2010,0.0
09/10/2010,0.0
12/10/2010,20.6
14/10/2010,0.0
16/10/2010,0.0
17/10/2010,0.0
18/10/2010,0.0
20/10/2010,21.9
21/10/2010,0.4
22/10/2010,1.0
23/10/2010,0.0
24/10/2010,1.1
25/10/2010,0.0
27/10/2010,0.0
28/10/2010,0.0
29/10/2010,0.0
30/10/2010,0.0
31/10/2010,0.0
